"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Bass.";"1991 Bass";"whdload";"0";"Music Disk 1";"MusicDisk1Bass";"843394";"M\MusicDisk1Bass\MusicDisk1Bass.slave";"0";"M\MusicDisk1Bass";"524288";"MusicDisk1Bass";"OCS/ECS";"";"";"";"";"";"music disk bass";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Bass";;"Musicdisk";"";;"";"Music Disk";;;"music disk musicdisk bass musicdiskbass"
"NoError";"MusicDisk 1 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 1";"MusicDisk1DMob";"918043";"M\MusicDisk1DMob\MusicDisk1DMob.Slave";"0";"M\MusicDisk1DMob";"524288";"MusicDisk1DMob";"OCS/ECS";"";"";"";"";"";"music disk 1 dmob mob";"Best";"2.61973";"Pouet";"";"";"D-Mob";"m\music-disk-1-d-mob";"musicdisk";"";"http://content.pouet.net/files/screenshots/00016/00016561.jpg";"1989";"Music-Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=16561";"music disk 1 musicdisk1 d mob musicdisk1dmob"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 The Fantasy Force.";"1990 The Fantasy Force";"whdload";"0";"Music Disk";"MusicDisk1FantasyForce";"726770";"M\MusicDisk1FantasyForce\MusicDisk1FantasyForce.Slave";"524288";"M\MusicDisk1FantasyForce";"524288";"MusicDisk1FantasyForce";"OCS/ECS";"";"";"";"";"";"music disk 1 the fantasy force";"Exact";"100";"Pouet";"";"";"The Fantasy Force";"m\musicdisk-1-the-fantasy-force";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028348.png";"december 1990";"Musicdisk #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28348";"musicdisk #1 musicdisk#1 the fantasy force musicdisk1thefantasyforce"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 1";"MusicDisk1IKS";"920865";"M\MusicDisk1IKS\MusicDisk1IKS.Slave";"0";"M\MusicDisk1IKS";"524288";"MusicDisk1IKS";"OCS/ECS";"";"";"";"";"";"music disk 1 iks";"Exact";"100";"Pouet";"";"";"IKS";"m\musicdisk-1-iks";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064567.png";"1989";"MusicDisk #1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64567";"music disk #1 musicdisk#1 iks musicdisk1iks"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Ipec Elite.";"1989 Ipec Elite";"whdload";"0";"Music Disk";"MusicDisk1IpecElite";"766314";"M\MusicDisk1IpecElite\MusicDisk1IpecElite.Slave";"0";"M\MusicDisk1IpecElite";"524288";"MusicDisk1IpecElite";"OCS/ECS";"";"";"";"";"";"music disk ipec elite";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Ipec Elite";;"Musicdisk";"Equinoxe and Horizon Party";;"5/89";"Music Disk";;;"music disk musicdisk ipec elite musicdiskipecelite"
"NoError, EmulTrap, ClearMem";"Music Disk 1 1988 Mahoney & Kaktus.";"1988 Mahoney & Kaktus";"whdload";"0";"Music Disk 1";"MusicDisk1Mahoney&Kaktus";"917612";"M\MusicDisk1Mahoney&Kaktus\MusicDisk1Mahoney&Kaktus.Slave";"0";"M\MusicDisk1Mahoney&Kaktus";"524288";"MusicDisk1Mahoney&Kaktus";"OCS/ECS";"";"";"";"";"";"music disk 1 mahoney kaktus";"Exact";"100";"Pouet";"";"";"Mahoney & Kaktus";"m\musicdisk-1-mahoney-kaktus";"musicdisk";"";"http://content.pouet.net/files/screenshots/00063/00063975.png";"november 1988";"Musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=63975";"musicdisk 1 musicdisk1 mahoney kaktus musicdisk1mahoneykaktus"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Prologic.";"1991 Prologic";"whdload";"0";"Music Disk 1";"MusicDisk1Prologic";"918793";"M\MusicDisk1Prologic\MusicDisk1Prologic.Slave";"0";"M\MusicDisk1Prologic";"524288";"MusicDisk1Prologic";"OCS/ECS";"";"";"";"";"";"music disk 1 prologic";"Exact";"100";"Pouet";"";"";"Prologic";"m\music-disk-1-prologic";"musicdisk";"";"http://content.pouet.net/files/screenshots/00032/00032779.png";"1991";"Music Disk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=32779";"music disk 1 musicdisk1 prologic musicdisk1prologic"
"NoError, EmulTrap, ClearMem";"Music Disk 1 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 1";"MusicDisk1Vega";"919609";"M\MusicDisk1Vega\MusicDisk1Vega.Slave";"0";"M\MusicDisk1Vega";"524288";"MusicDisk1Vega";"OCS/ECS";"";"";"";"";"";"music disk 1 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-1-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008492.gif";"april 1991";"Musicdisk 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8492";"musicdisk 1 musicdisk1 vega musicdisk1vega"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 The Fantasy Force.";"1991 The Fantasy Force";"whdload";"0";"Music Disk 2";"MusicDisk2";"566983";"M\MusicDisk2\MusicDisk2.Slave";"0";"M\MusicDisk2";"524288";"MusicDisk2";"OCS/ECS";"";"";"";"";"";"musicdisk 2 fantasy force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Fantasy Force";;"Musicdisk";"";;"91";"Musicdisk 2";;;"musicdisk 2 musicdisk2 fantasy force musicdisk2fantasyforce"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 81st Track.";"1992 The 81st Track";"whdload";"0";"Music Disk 2";"MusicDisk281stTrack";"892338";"M\MusicDisk281stTrack\MusicDisk281stTrack.Slave";"524288";"M\MusicDisk281stTrack";"524288";"MusicDisk281stTrack";"OCS/ECS";"";"";"";"";"";"music disk 2 the 81st track";"Exact";"100";"Pouet";"";"";"The 81st Track";"m\music-disk-2-the-81st-track";"musicdisk";"";"http://content.pouet.net/files/screenshots/00059/00059683.png";"1992";"Music Disk 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=59683";"music disk 2 musicdisk2 the 81 st track musicdisk2the81sttrack"
"NoError, ClearMem";"Music Disk 2 ? 1992 Darkness.";"1992 Darkness";"whdload";"0";"Music Disk 2";"MusicDisk2Darkness";"917536";"M\MusicDisk2Darkness\MusicDisk2Darkness.Slave";"0";"M\MusicDisk2Darkness";"524288";"MusicDisk2Darkness";"OCS/ECS";"";"";"";"";"";"music disk 2 darkness";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Darkness";;"Musicdisk";"";;"7/92";"Musicdisk 2";;;"musicdisk 2 musicdisk2 darkness musicdisk2darkness"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1990 Elite.";"1990 Elite";"whdload";"0";"Music Disk 2";"MusicDisk2Elite";"919816";"M\MusicDisk2Elite\MusicDisk2Elite.Slave";"0";"M\MusicDisk2Elite";"524288";"MusicDisk2Elite";"OCS/ECS";"";"";"";"";"";"music madness 2 musicdisk ipec elite";"Best";"3.433025";"Pouet";"";"";"Ipec Elite";"m\music-madness-2-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049793.png";"n/a";"Music Madness 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49793";"music madness 2 musicmadness2 ipec elite musicmadness2ipecelite"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1989 IKS.";"1989 IKS";"whdload";"0";"Music Disk 2";"MusicDisk2IKS";"920698";"M\MusicDisk2IKS\MusicDisk2IKS.Slave";"0";"M\MusicDisk2IKS";"524288";"MusicDisk2IKS";"OCS/ECS";"";"";"";"";"";"music disk 2 iks";"Exact";"100";"Pouet";"";"";"IKS";"m\musicdisk-2-iks";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064568.png";"1989";"MusicDisk #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64568";"music disk #2 musicdisk#2 iks musicdisk2iks"
"NoError, EmulTrap, ClearMem";"Music Disk 2 ? 1991 Vega.";"1991 Vega";"whdload";"0";"Music Disk 2";"MusicDisk2Vega";"428798";"M\MusicDisk2Vega\MusicDisk2Vega.Slave";"0";"M\MusicDisk2Vega";"524288";"MusicDisk2Vega";"OCS/ECS";"";"";"";"";"";"music disk 2 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-2-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008496.gif";"september 1991";"Musicdisk 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8496";"musicdisk 2 musicdisk2 vega musicdisk2vega"
"NoError";"MusicDisk 3 ? 1989 D-Mob.";"1989 D-Mob";"whdload";"0";"MusicDisk 3";"MusicDisk3";"923901";"M\MusicDisk3\MusicDisk3.Slave";"0";"M\MusicDisk3";"524288";"MusicDisk3";"OCS/ECS";"";"";"";"";"";"mega musicdisk iii d mob";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"D-Mob";;"Musicdisk";"Spectre and Northstar Halloween Party 89";;"";"Mega Musicdisk III";;;"mega musicdisk 3 megamusicdisk3 d mob megamusicdiskiiidmob"
"NoError";"MusicDisk 4 ? 1990 D-Mob.";"1990 D-Mob";"whdload";"0";"MusicDisk 4";"MusicDisk4";"1814809";"M\MusicDisk4\MusicDisk4.Slave";"0";"M\MusicDisk4";"524288";"MusicDisk4";"OCS/ECS";"";"";"";"";"";"musicdisk iv d mob";"Exact";"100";"Pouet";"";"";"D-Mob";"m\musicdisk-iv-d-mob";"musicdisk";"";"http://content.pouet.net/files/screenshots/00051/00051731.png";"1991";"Musicdisk IV";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=51731";"musicdisk 4 musicdisk4 d mob musicdiskivdmob"
"NoError, EmulTrap, ClearMem";"Music Disk 4 ? 1992 Vega.";"1992 Vega";"whdload";"0";"Music Disk 4";"MusicDisk4Vega";"919011";"M\MusicDisk4Vega\MusicDisk4Vega.Slave";"0";"M\MusicDisk4Vega";"524288";"MusicDisk4Vega";"OCS/ECS";"";"";"";"";"";"music disk 4 vega";"Exact";"100";"Pouet";"";"";"Vega";"m\musicdisk-4-vega";"musicdisk";"";"http://content.pouet.net/files/screenshots/00008/00008505.gif";"june 1992";"Musicdisk 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8505";"musicdisk 4 musicdisk4 vega musicdisk4vega"
"NoError, EmulTrap, ClearMem";"Music Disk 6 ? 1992 Ram Jam.";"1992 Ram Jam";"whdload";"0";"Megademo";"MusicDisk6RamJam";"745841";"M\MusicDisk6RamJam\MusicDisk6RamJam.Slave";"0";"M\MusicDisk6RamJam";"524288";"MusicDisk6RamJam";"OCS/ECS";"";"";"";"";"";"music disk 6 ram jam megademo";"Best";"3.243752";"Pouet";"";"";"Ram Jam";"m\music-disk-6-ram-jam";"musicdisk";"";"http://content.pouet.net/files/screenshots/00061/00061934.png";"1992";"Music Disk 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61934";"music disk 6 musicdisk6 ram jam musicdisk6ramjam"
"NoError, EmulTrap, EmulPriv, Examine";"Music Disk 1989 Action Force.";"1989 Action Force";"whdload";"0";"Music Disk";"MusicDiskActionForce";"1084622";"M\MusicDiskActionForce\MusicDiskActionForce.slave";"786432";"M\MusicDiskActionForce";"524288";"MusicDiskActionForce";"OCS/ECS";"";"";"";"";"";"music disk action force";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Action Force";;"Musicdisk";"";;"5/89";"Musicdisk";;;"musicdisk musicdisk action force musicdiskactionforce"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Armada & It.";"1989 Armada & It";"whdload";"0";"Music Disk";"MusicDiskArmada&It";"510678";"M\MusicDiskArmada&It\MusicDiskArmada&It.Slave";"0";"M\MusicDiskArmada&It";"524288";"MusicDiskArmada";"OCS/ECS";"It";"";"";"";"";"walkman othon musicdisk armada it";"Exact";"100";"Pouet";"";"";"Armada,IT";"w\walkman-othon-musicdisk-armada-it";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011203.png";"n/a";"Walkman & Othon Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11203";"walkman othon musicdisk walkmanothonmusicdisk armada it walkmanothonmusicdiskarmadait"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Aspect & Orix.";"1991 Aspect & Orix";"whdload";"0";"Music Disk";"MusicDiskAspect&Orix";"745074";"M\MusicDiskAspect&Orix\MusicDiskAspect&Orix.Slave";"0";"M\MusicDiskAspect&Orix";"524288";"MusicDiskAspect&Orix";"OCS/ECS";"";"";"";"";"";"music disk aspect orix";"Best";"1.670882";"Pouet";"";"";"Orix,aspect";"m\musicdisk-orix-aspect";"musicdisk";"";"http://content.pouet.net/files/screenshots/00052/00052168.png";"n/a";"Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=52168";"musicdisk musicdisk orix aspect musicdiskorixaspect"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1990 Cryptic.";"1990 Cryptic";"whdload";"0";"Music Disk";"MusicDiskCryptic";"920147";"M\MusicDiskCryptic\MusicDiskCryptic.Slave";"0";"M\MusicDiskCryptic";"524288";"MusicDiskCryptic";"OCS/ECS";"";"";"";"";"";"music disk cryptic";"Exact";"100";"Pouet";"";"";"Cryptic";"m\musicdisk-cryptic";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064522.png";"1990";"MusicDisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64522";"music disk musicdisk cryptic musicdiskcryptic"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1989 Dexion.";"Dexion";"whdload";"0";"Music Disk";"MusicDiskDexion";"919716";"M\MusicDiskDexion\MusicDiskDexion.Slave";"0";"M\MusicDiskDexion";"524288";"MusicDiskDexion";"OCS/ECS";"";"";"";"";"";"music disk dexion";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Dexion";;"Musicdisk";"Bamiga  Copy Party 89";;"";"Music Disk";;;"music disk musicdisk dexion musicdiskdexion"
"NoError, ClearMem";"Music Disk ? 1992 Dreamscape.";"1992 Dreamscape";"whdload";"0";"Music Disk";"MusicDiskDreamscape";"362166";"M\MusicDiskDreamscape\MusicDiskDreamscape.Slave";"0";"M\MusicDiskDreamscape";"524288";"MusicDiskDreamscape";"OCS/ECS";"";"";"";"";"";"music disk dreamscape";"Exact";"100";"Pouet";"";"";"Dreamscape";"m\music-disk-dreamscape";"musicdisk";"";"http://content.pouet.net/files/screenshots/00067/00067492.png";"1992";"Music Disk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=67492";"music disk musicdisk dreamscape musicdiskdreamscape"
"NoError, ClearMem";"Music Disk ? 1989 Escape.";"1989 Escape";"whdload";"0";"Music Disk";"MusicDiskEscape";"344983";"M\MusicDiskEscape\MusicDiskEscape.Slave";"0";"M\MusicDiskEscape";"524288";"MusicDiskEscape";"OCS/ECS";"";"";"";"";"";"music disk escape";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Escape";;"Musicdisk";"";;"";"Musicdisk";;;"musicdisk musicdisk escape musicdiskescape"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1991 Inzzest.";"1991 Inzzest";"whdload";"0";"Music Disk";"MusicDiskInzzest";"925066";"M\MusicDiskInzzest\MusicDiskInzzest.Slave";"0";"M\MusicDiskInzzest";"524288";"MusicDiskInzzest";"OCS/ECS";"";"";"";"";"";"music disk inzzest";"Exact";"100";"Pouet";"";"";"Inzzest";"m\musicdisk-inzzest";"musicdisk";"";"http://content.pouet.net/files/screenshots/00054/00054260.png";"n/a";"Musicdisk";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=54260";"musicdisk musicdisk inzzest musicdiskinzzest"
"NoError, EmulTrap, ClearMem";"Music Disk ? 1988 Thrust.";"1988 Thrust";"whdload";"0";"Music Disk";"MusicDiskThrust";"925306";"M\MusicDiskThrust\MusicDiskThrust.Slave";"0";"M\MusicDiskThrust";"524288";"MusicDiskThrust";"OCS/ECS";"";"";"";"";"";"music disk thrust";"Best";"2.62881";"Pouet";"";"";"thrust";"m\music-pack-1-thrust";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018968.jpg";"october 1988";"Music pack 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18968";"music pack 1 musicpack1 thrust musicpack1thrust"
"NoError, EmulTrap, ClearMem";"Music Dream ? 1991 Phenomena";"1991 Phenomena";"whdload";"0";"Music Dream";"MusicDream1";"908156";"M\MusicDream1\MusicDream1.Slave";"905216";"M\MusicDream1";"524288";"MusicDream1";"OCS/ECS";"";"";"";"";"";"music dream 1 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"91";"Music Dream 1";;;"music dream 1 musicdream1 phenomena musicdream1phenomena"
"NoError, EmulTrap, ClearMem";"Music Dream 2 ? 1991 Phenomena";"1991 Phenomena";"whdload";"0";"Music Dream 2";"MusicDream2";"908317";"M\MusicDream2\MusicDream2.Slave";"905216";"M\MusicDream2";"524288";"MusicDream2";"OCS/ECS";"";"";"";"";"";"music dream 2 phenomena";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Phenomena";;"Musicdisk";"";;"";"Music Dream 2";;;"music dream 2 musicdream2 phenomena musicdream2phenomena"
"NoError, EmulTrap, ClearMem";"Music for Fools ? 1992 Ghost.";"1992 Ghost";"whdload";"0";"Music for Fools";"MusicForFools";"1361489";"M\MusicForFools\MusicForFools.Slave";"0";"M\MusicForFools";"524288";"MusicForFools";"OCS/ECS";"";"";"";"";"";"music for fools ghost";"Exact";"100";"Pouet";"";"";"Ghost";"m\music-for-fools-ghost";"musicdisk";"";"http://content.pouet.net/files/screenshots/00018/00018084.png";"n/a";"Music for fools";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=18084";"music for fools musicforfools ghost musicforfoolsghost"
"NoError, EmulTrap, ClearMem";"Musicland ? 1993 Brainstorm.";"1993 Brainstorm";"whdload";"0";"Musicland";"Musicland";"925464";"M\Musicland\Musicland.slave";"524288";"M\Musicland";"524288";"Musicland";"OCS/ECS";"";"";"";"";"";"musicland brainstorm";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Brainstorm";;"Musicdisk";"";;"1/93";"Musicland";;;"musicland musicland brainstorm musiclandbrainstorm"
"NoError, EmulTrap, ClearMem";"Musicland 2 ? 1993 Brainstorm.";"1993 Brainstorm";"whdload";"0";"Musicland 2";"Musicland2";"925709";"M\Musicland2\Musicland2.slave";"524288";"M\Musicland2";"524288";"Musicland2";"OCS/ECS";"";"";"";"";"";"musicland 2 brainstorm";"Exact";"100";"Pouet";"";"";"Brainstorm";"m\musicland-2-brainstorm";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009140.gif";"may 1993";"Musicland 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9140";"musicland 2 musicland2 brainstorm musicland2brainstorm"
"NoError, EmulTrap, ClearMem";"Music Madness ? 1989 Ipec Elite.";"1989 Ipec Elite";"whdload";"0";"Music Madness";"MusicMadness";"920925";"M\MusicMadness\MusicMadness.Slave";"0";"M\MusicMadness";"524288";"MusicMadness";"OCS/ECS";"";"";"";"";"";"music madness ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049787.png";"n/a";"Music Madness";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49787";"music madness musicmadness ipec elite musicmadnessipecelite"
"NoError, EmulTrap, ClearMem";"Music Madness 2 ? 1990 Ipec Elite.";"1990 Ipec Elite";"whdload";"0";"Music Madness 2";"MusicMadness2";"921513";"M\MusicMadness2\MusicMadness2.Slave";"0";"M\MusicMadness2";"524288";"MusicMadness2";"OCS/ECS";"";"";"";"";"";"music madness 2 ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"m\music-madness-2-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049793.png";"n/a";"Music Madness 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49793";"music madness 2 musicmadness2 ipec elite musicmadness2ipecelite"
"NoError, EmulTrap, ClearMem";"Music Megademo 2 ? 1993 Ghostbusters.";"1993 Ghostbusters";"whdload";"0";"Music Megademo 2";"MusicMegaDemo2";"526696";"M\MusicMegaDemo2\MusicMegaDemo2.Slave";"0";"M\MusicMegaDemo2";"524288";"MusicMega";"OCS/ECS";"";"";"Demo2";"";"";"music megademo 2 ghostbusters";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Ghostbusters";;"Musicdisk";"";;"";"Music Megademo 2";;;"music megademo 2 musicmegademo2 ghostbusters musicmegademo2ghostbusters"
"NoError, EmulTrap";"Music Party 1990 ? 1990 Cryptoburners.";"1990 Cryptoburners";"whdload";"0";"Music Party 1990";"MusicParty1990";"923452";"M\MusicParty1990\MusicParty1990.slave";"0";"M\MusicParty1990";"524288";"MusicParty1990";"OCS/ECS";"";"";"";"";"";"music party 1990 cryptoburners";"Exact";"100";"Pouet";"";"";"Cryptoburners";"m\music-party-1990-cryptoburners";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009162.png";"january 1990";"Music party 1990";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9162";"music party 1990 musicparty1990 cryptoburners musicparty1990cryptoburners"
"NoError, ClearMem";"Music Rip 2 ? 1989 Silicon League";"1989 Silicon League";"whdload";"0";"Music Rip #2";"MusicRip2";"917813";"M\MusicRip2\MusicRip2.Slave";"4096";"M\MusicRip2";"524288";"MusicRip2";"OCS/ECS";"";"";"";"";"";"music rip 2 silicon league";"Exact";"100";"Pouet";"";"";"Silicon League";"m\music-rip-2-silicon-league";"musicdisk";"";"http://content.pouet.net/files/screenshots/00012/00012616.gif";"january 1989";"Music Rip #2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=12616";"music rip #2 musicrip#2 silicon league musicrip2siliconleague"
"NoError, ClearMem";"Music Rip 3 ? 1989 Spreadpoint";"1989 Spreadpoint";"whdload";"0";"Music Rip #3";"MusicRip3";"917486";"M\MusicRip3\MusicRip3.Slave";"4096";"M\MusicRip3";"524288";"MusicRip3";"OCS/ECS";"";"";"";"";"";"music rip 3 spreadpoint";"Exact";"100";"Pouet";"";"";"Spreadpoint";"m\music-rip3-spreadpoint";"musicdisk";"";"http://content.pouet.net/files/screenshots/00019/00019079.png";"n/a";"Music Rip3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=19079";"music rip 3 musicrip3 spreadpoint musicrip3spreadpoint"
"NoError, EmulTrap, ClearMem";"Musics 3 ? 1990 Enemies.";"1990 Enemies";"whdload";"0";"Musics 3";"Musics3";"920335";"M\Musics3\Musics3.Slave";"0";"M\Musics3";"524288";"Musics3";"OCS/ECS";"";"";"";"";"";"musics 3 enemies";"Best";"4.080304";"Pouet";"";"";"The Enemies";"t\the-enemies-musics-iii-the-enemies";"musicdisk";"";"http://content.pouet.net/files/screenshots/00031/00031295.png";"1990";"The enemies musics III";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31295";"the enemies musics 3 theenemiesmusics3 the enemies theenemiesmusicsiiitheenemies"
"NoError, EmulTrap, ClearMem";"Music With A Message ? 1990 Magnetic Fields.";"1990 Magnetic Fields";"whdload";"0";"Music With A Message";"MusicWithAMessage";"211678";"M\MusicWithAMessage\MusicWithAMessage.Slave";"0";"M\MusicWithAMessage";"524288";"MusicWithAMessage";"OCS/ECS";"";"";"";"";"";"music with a message magnetic fields";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Magnetic Fields";;"Intro";"";;"5/91";"Music With a Message";;;"music with a message musicwithamessage magnetic fields musicwithamessagemagneticfields"
