Year;Url;Path;License;Disks;Players;Name;Publisher;Language;Hardware;Genre;_Query
1993;http://www.lemonamiga.com/games/details.php?id=3190;l\lothar-matthaus-die-interaktive-fu-ballsimulation;Commercial;;;Lothar Matth?us: Die Interaktive Fu?ballsimulation;Ocean;German;OCS,ECS;Sports - Football/Soccer;Lothar Matth?us: Die Interaktive Fu?ballsimulation Ocean
1990;http://www.lemonamiga.com/games/details.php?id=701;l\lotus-esprit-turbo-challenge;Commercial;1;1 or 2, Simultaneous;Lotus Esprit Turbo Challenge;Gremlin Graphics;English;OCS;Racing - Cars;Lotus Esprit Turbo Challenge Gremlin Graphics
1992;http://www.lemonamiga.com/games/details.php?id=700;l\lotus-iii-the-ultimate-challenge;Commercial;2;1 or 2, Simultaneous;Lotus III: The Ultimate Challenge;Gremlin Graphics;English;OCS,ECS;Racing - Cars;Lotus III: The Ultimate Challenge Gremlin Graphics
1991;http://www.lemonamiga.com/games/details.php?id=702;l\lotus-turbo-challenge-2;Commercial;1;1 to 4, Simultaneous;Lotus Turbo Challenge 2;Gremlin Graphics;English;OCS,ECS;Racing - Cars;Lotus Turbo Challenge 2 Gremlin Graphics
1996;http://www.lemonamiga.com/games/details.php?id=3160;l\lowca-glow;Commercial;2;1 Only;Lowca Glow;L.K. Avalon;Polish;OCS,ECS;Platformer - Scrolling Screen;Lowca Glow L.K. Avalon
1991;http://www.lemonamiga.com/games/details.php?id=2227;l\lupo-alberto-the-video-game;Commercial;1;1 or 2;Lupo Alberto: The Video Game;Idea Software;English;OCS,ECS;Platformer - Scrolling Screen;Lupo Alberto: The Video Game Idea Software
1992;http://www.lemonamiga.com/games/details.php?id=705;l\lure-of-the-temptress;Commercial;4;1 Only;Lure of the Temptress;Virgin Games;English;OCS,ECS;Adventure - Point and Click;Lure of the Temptress Virgin Games
1987;http://www.lemonamiga.com/games/details.php?id=1428;l\lurking-horror-the;Commercial;1;1 Only;Lurking Horror, The;Infocom;English;OCS;Adventure - Text only;Lurking Horror, The Infocom
1988;http://www.lemonamiga.com/games/details.php?id=2825;l\luxor;Commercial;1;1 Only;Luxor;Software Horizons;English;OCS;;Luxor Software Horizons
1990;http://www.lemonamiga.com/games/details.php?id=2026;m\muds-mean-ugly-dirty-sport;Commercial;2;1 or 2, Simultaneous;M.U.D.S. - Mean Ugly Dirty Sport;Rainbow Arts;English,German,French;OCS;Sports - Miscellaneous;M.U.D.S. - Mean Ugly Dirty Sport Rainbow Arts
1990;http://www.lemonamiga.com/games/details.php?id=706;m\m1-tank-platoon;Commercial;1;1 Only;M1 Tank Platoon;MicroProse Software;English;OCS;Simulation - Tank;M1 Tank Platoon MicroProse Software
1988;http://www.lemonamiga.com/games/details.php?id=2817;m\mach-3;Commercial;1;1 Only;Mach 3;Loriciel;English;OCS;;Mach 3 Loriciel
1998;http://www.lemonamiga.com/games/details.php?id=2946;m\mad-locs;Commercial;1;;Mad Locs;Verkosoft;German;OCS,ECS;Brain - Puzzle;Mad Locs Verkosoft
1995;http://www.lemonamiga.com/games/details.php?id=2291;m\mad-news;Commercial;5;1 Only;Mad News;Ikarion Software;German;OCS,ECS;Strategy - Company;Mad News Ikarion Software
1990;http://www.lemonamiga.com/games/details.php?id=1768;m\mad-professor-mariarti;Commercial;1;1 Only;Mad Professor Mariarti;Krisalis;English;OCS,ECS;Platformer - Scrolling Screen;Mad Professor Mariarti Krisalis
1988;http://www.lemonamiga.com/games/details.php?id=2636;m\mad-show;Commercial;1;1 to 4;Mad Show;Silmarils;French;OCS;Arcade - Miscellaneous;Mad Show Silmarils
1991;http://www.lemonamiga.com/games/details.php?id=707;m\mad-tv;Commercial;2;1 Only;Mad TV;Rainbow Arts;German;OCS,ECS;Strategy - Company;Mad TV Rainbow Arts
1989;http://www.lemonamiga.com/games/details.php?id=2265;m\mafdet-and-the-book-of-the-dead;Commercial;1;1 Only;Mafdet and the Book of the Dead;Software Horizons;English;OCS;;Mafdet and the Book of the Dead Software Horizons
1996;http://www.lemonamiga.com/games/details.php?id=2293;m\mag;Commercial;6;1 to 4;Mag!!!;Greenwood Entertainment;German;OCS,ECS;Strategy - Company;Mag!!! Greenwood Entertainment
1992;http://www.lemonamiga.com/games/details.php?id=3576;m\magic-ball;Commercial;1;1 Only;Magic Ball;Mac Soft;German;OCS,ECS;Arcade - Pinball;Magic Ball Mac Soft
1993;http://www.lemonamiga.com/games/details.php?id=2425;m\magic-boy;Commercial;1;1 or 2;Magic Boy;Empire Software;English;OCS,ECS;Platformer - Scrolling Screen;Magic Boy Empire Software
1990;http://www.lemonamiga.com/games/details.php?id=708;m\magic-fly;Commercial;1;1 Only;Magic Fly;Electronic Arts;English;OCS;Arcade - Miscellaneous;Magic Fly Electronic Arts
1991;http://www.lemonamiga.com/games/details.php?id=2947;m\magic-forest-2-son-of-wilf;Licenceware;1;1 Only;Magic Forest 2: Son of Wilf;Deja Vu Software;English;OCS,ECS;Platformer - Scrolling Screen;Magic Forest 2: Son of Wilf Deja Vu Software
1992;http://www.lemonamiga.com/games/details.php?id=709;m\magic-garden-the;Commercial;1;1 Only;Magic Garden, The;Electronic Zoo;English;OCS,ECS;Arcade - Labyrinth/Maze;Magic Garden, The Electronic Zoo
1989;http://www.lemonamiga.com/games/details.php?id=710;m\magic-johnsons-basketball;Commercial;1;1 or 2, Simultaneous;Magic Johnson's Basketball;Virgin Mastertronic;English;OCS;Sports - Basketball;Magic Johnson's Basketball Virgin Mastertronic
1990;http://www.lemonamiga.com/games/details.php?id=712;m\magic-lines;Commercial;1;1 Only;Magic Lines;Thalion;English;OCS;Brain - Puzzle;Magic Lines Thalion
1989;http://www.lemonamiga.com/games/details.php?id=2426;m\magic-marble;Commercial;1;1 or 2;Magic Marble;Sphinx;English;OCS;Arcade - Labyrinth/Maze;Magic Marble Sphinx
1991;http://www.lemonamiga.com/games/details.php?id=711;m\magic-pockets;Commercial;1;1 Only;Magic Pockets;Renegade;English;OCS,ECS;Platformer - Scrolling Screen;Magic Pockets Renegade
1991;http://www.lemonamiga.com/games/details.php?id=713;m\magic-serpent;Commercial;1;1 Only;Magic Serpent;Software 2000;English;OCS,ECS;Arcade - Labyrinth/Maze;Magic Serpent Software 2000
1990;http://www.lemonamiga.com/games/details.php?id=2948;m\magic-storybook;Commercial;2;1 Only;Magic Storybook;Soft Stuff Software;English;OCS,ECS;Educational - Children;Magic Storybook Soft Stuff Software
1990;http://www.lemonamiga.com/games/details.php?id=2880;m\magic-jumper;Commercial;1;1 or 2;Magic-Jumper;Megalith;English;OCS;Board - Miscellaneous;Magic-Jumper Megalith
1990;http://www.lemonamiga.com/games/details.php?id=2818;m\magician-the;Commercial;1;1 Only;Magician, The;Loriciel;English;OCS;Platformer - Scrolling Screen;Magician, The Loriciel
1992;http://www.lemonamiga.com/games/details.php?id=2949;m\magicway;Commercial;2;1 Only;Magicway;Schatztruhe;English;OCS,ECS;Platformer - Scrolling Screen;Magicway Schatztruhe
1994;http://www.lemonamiga.com/games/details.php?id=3161;m\magiczna-ksiega;Commercial;3;1 Only;Magiczna Ksiega;Mirage;Polish;OCS,ECS;Platformer - Scrolling Screen;Magiczna Ksiega Mirage
1989;http://www.lemonamiga.com/games/details.php?id=2950;m\main-battle-tank-central-germany;Commercial;1;1 or 2;Main Battle Tank: Central Germany;Simulations Canada;English;OCS;Strategy - War;Main Battle Tank: Central Germany Simulations Canada
1988;http://www.lemonamiga.com/games/details.php?id=714;m\major-motion;Commercial;1;1 or 2;Major Motion;Microdeal;English;OCS;Racing - Cars;Major Motion Microdeal
1989;http://www.lemonamiga.com/games/details.php?id=2951;m\malta-storm;Commercial;1;1 or 2;Malta Storm;Simulations Canada;English;OCS;Strategy - War;Malta Storm Simulations Canada
1989;http://www.lemonamiga.com/games/details.php?id=2798;m\man-from-the-council-the;Commercial;1;1 Only;Man from the Council, The;Tynesoft;English;OCS;;Man from the Council, The Tynesoft
1991;http://www.lemonamiga.com/games/details.php?id=2952;m\manager;Commercial;1;1 to 6;Manager;German Design Group;German;OCS,ECS;Strategy - Miscellaneous;Manager German Design Group
1992;http://www.lemonamiga.com/games/details.php?id=1627;m\manager-the;Commercial;3;1 to 4;Manager, The;US Gold;English;OCS,ECS;Sports - Football/Soccer;Manager, The US Gold
1991;http://www.lemonamiga.com/games/details.php?id=2877;m\manchester-united-europe;Commercial;1;1 to 4, Simultaneous;Manchester United Europe;Krisalis;English,German,French,Italian,Spanish;OCS,ECS;Sports - Football/Soccer;Manchester United Europe Krisalis
1994;http://www.lemonamiga.com/games/details.php?id=1770;m\manchester-united-premier-league-champions;Commercial;2;1 or 2, Simultaneous;Manchester United: Premier League Champions;Krisalis;English,German,French,Italian;OCS,ECS;Sports - Football/Soccer;Manchester United: Premier League Champions Krisalis
1995;http://www.lemonamiga.com/games/details.php?id=2862;m\manchester-united-the-double;Commercial;2;1 or 2, Simultaneous;Manchester United: The Double;Krisalis;English;OCS,ECS;Sports - Football/Soccer;Manchester United: The Double Krisalis
1990;http://www.lemonamiga.com/games/details.php?id=2427;m\manchester-united-the-official-computer-game;Commercial;2;1 or 2, Simultaneous;Manchester United: The Official Computer Game;Krisalis;English,German,French,Italian,Spanish,Swedish;OCS;Sports - Football/Soccer;Manchester United: The Official Computer Game Krisalis
1994;http://www.lemonamiga.com/games/details.php?id=1628;m\manga-hot-numbers;Public Domain/Freeware;1;1 or 2;Manga Hot Numbers;17 Bit Software;English;OCS,ECS;Brain - Puzzle;Manga Hot Numbers 17 Bit Software
1988;http://www.lemonamiga.com/games/details.php?id=2429;m\manhattan-dealers;Commercial;1;1 Only;Manhattan Dealers;Silmarils;English,French;OCS;;Manhattan Dealers Silmarils
1989;http://www.lemonamiga.com/games/details.php?id=716;m\manhunter-2-san-francisco;Commercial;3;1 Only;Manhunter 2: San Francisco;Sierra On-Line;English;OCS;Adventure - Animated Graphics/Text;Manhunter 2: San Francisco Sierra On-Line
1988;http://www.lemonamiga.com/games/details.php?id=715;m\manhunter-new-york;Commercial;2;1 Only;Manhunter: New York;Sierra On-Line;English;OCS;Adventure - Animated Graphics/Text;Manhunter: New York Sierra On-Line
1989;http://www.lemonamiga.com/games/details.php?id=717;m\maniac-mansion;Commercial;2;1 Only;Maniac Mansion;Lucasfilm Games;English;OCS;Adventure - Point and Click;Maniac Mansion Lucasfilm Games
1989;http://www.lemonamiga.com/games/details.php?id=718;m\maniax;Commercial;1;1 or 2;Maniax;Kingsoft;English;OCS;Arcade - Tron;Maniax Kingsoft
1990;http://www.lemonamiga.com/games/details.php?id=2520;m\manic-miner;Commercial;1;1 Only;Manic Miner;Software Projects;English;OCS;Platformer - Scrolling Screen;Manic Miner Software Projects
1990;http://www.lemonamiga.com/games/details.php?id=2430;m\manix;Commercial;1;1 or 2, Simultaneous;Manix;Millennium;English,German,French;OCS;Brain - Puzzle;Manix Millennium
1988;http://www.lemonamiga.com/games/details.php?id=2953;m\manoir-de-mortvielle-le;Commercial;1;1 Only;Manoir de Mortvielle, Le;Lankhor;French;OCS;Adventure - Point and Click;Manoir de Mortvielle, Le Lankhor
1995;http://www.lemonamiga.com/games/details.php?id=2276;m\marathon;Shareware;1;1 or 2, Simultaneous;Marathon;(unknown);English;OCS,ECS;;Marathon (unknown)
1994;http://www.lemonamiga.com/games/details.php?id=2954;m\marble;Commercial;1;1 Only;Marble;Intersoft;English;OCS,ECS;Brain - Puzzle;Marble Intersoft
1986;http://www.lemonamiga.com/games/details.php?id=1276;m\marble-madness;Commercial;1;1 or 2, Simultaneous;Marble Madness;Electronic Arts;English;OCS;Arcade - Labyrinth/Maze;Marble Madness Electronic Arts
1994;http://www.lemonamiga.com/games/details.php?id=2431;m\marble-rescue;Commercial;1;1 Only;Marble Rescue;Amigo!;English;OCS,ECS;Arcade - Miscellaneous;Marble Rescue Amigo!
1994;http://www.lemonamiga.com/games/details.php?id=2209;m\marblelous;Commercial;1;1 Only;Marblelous;APC&TCP;English;OCS,ECS;Brain - Puzzle;Marblelous APC&TCP
1998;http://www.lemonamiga.com/games/details.php?id=2955;m\marblelous-ii;Commercial;2;1 Only;Marblelous II;APC&TCP;English;OCS,ECS;Brain - Puzzle;Marblelous II APC&TCP
2014;http://www.lemonamiga.com/games/details.php?id=3661;m\marco-gregorios-adventures-to-unusual-places;Public Domain/Freeware;1;1 Only;Marco Gregorio's Adventures To Unusual Places;(unknown);English;ECS,CD-ROM;Platformer - Scrolling Screen;Marco Gregorio's Adventures To Unusual Places (unknown)
1988;http://www.lemonamiga.com/games/details.php?id=1479;m\marias-xmas-box;Commercial;1;1 Only;Maria's Xmas Box;Anco;English;OCS;Cards - Poker;Maria's Xmas Box Anco
1994;http://www.lemonamiga.com/games/details.php?id=1959;m\marvins-marvellous-adventure-cd32;Commercial;;1 Only;Marvin's Marvellous Adventure;21st Century Entertainment;English,German,French,Italian;CD32;Platformer - Scrolling Screen;Marvin's Marvellous Adventure 21st Century Entertainment
1994;http://www.lemonamiga.com/games/details.php?id=1629;m\marvins-marvellous-adventure-aga;Commercial;4;1 Only;Marvin's Marvellous Adventure;21st Century Entertainment;English,German,French,Italian;AGA;Platformer - Scrolling Screen;Marvin's Marvellous Adventure 21st Century Entertainment
1997;http://www.lemonamiga.com/games/details.php?id=720;m\master-axe-the-genesis-of-mysterx;Commercial;3;1 or 2, Simultaneous;Master Axe: The Genesis of MysterX;Islona Entertainment;English;OCS,ECS;;Master Axe: The Genesis of MysterX Islona Entertainment
1988;http://www.lemonamiga.com/games/details.php?id=2624;m\master-ninja-shadow-warrior-of-death;Commercial;3;1 Only;Master Ninja: Shadow Warrior of Death;Paragon Software;English;OCS;;Master Ninja: Shadow Warrior of Death Paragon Software
1995;http://www.lemonamiga.com/games/details.php?id=2960;m\masterblaster-v22;Shareware;1;1 to 5, Simultaneous;MasterBlaster v2.2;neXus Software;English;OCS;Arcade - Bomberman;MasterBlaster v2.2 neXus Software
1990;http://www.lemonamiga.com/games/details.php?id=721;m\masterblazer;Commercial;1;1 to 8;Masterblazer;Rainbow Arts;English;OCS;Sports - Miscellaneous;Masterblazer Rainbow Arts
1985;http://www.lemonamiga.com/games/details.php?id=2962;m\mastertype;Commercial;1;1 Only;MasterType;Scarborough Systems;English;OCS;Educational - Typing;MasterType Scarborough Systems
1992;http://www.lemonamiga.com/games/details.php?id=2963;m\match-of-the-day;Commercial;2;1 Only;Match of the Day;Zeppelin Premier;English;OCS,ECS;Sports - Football/Soccer;Match of the Day Zeppelin Premier
1989;http://www.lemonamiga.com/games/details.php?id=2886;m\match-pairs;Commercial;1;;Match Pairs;Electronic Arts;English,German,French,Italian;OCS;Brain - Memory;Match Pairs Electronic Arts
1986;http://www.lemonamiga.com/games/details.php?id=2964;m\match-it;Commercial;1;1 Only;Match-It;The Other Guys;English;OCS;Educational - Children;Match-It The Other Guys
1990;http://www.lemonamiga.com/games/details.php?id=2966;m\math-blaster-plus;Commercial;1;1 Only;Math Blaster Plus!;Davidson & Associates;English;OCS;Educational - Math;Math Blaster Plus! Davidson & Associates
1986;http://www.lemonamiga.com/games/details.php?id=2967;m\math-wizard;Commercial;1;1 or 2;Math Wizard;Unicorn Software;English;OCS;Educational - Math;Math Wizard Unicorn Software
1988;http://www.lemonamiga.com/games/details.php?id=2968;m\math-a-magician;Commercial;1;1 Only;Math-A-Magician;The Other Guys;English;OCS;Educational - Math;Math-A-Magician The Other Guys
1994;http://www.lemonamiga.com/games/details.php?id=2807;m\maths-monkey;Licenceware;1;1 Only;Maths Monkey;F1 Licenceware;English;OCS,ECS;Educational - Math;Maths Monkey F1 Licenceware
1986;http://www.lemonamiga.com/games/details.php?id=2969;m\mathtalk;Commercial;1;1 Only;MathTalk;First Byte;English;OCS;Educational - Math;MathTalk First Byte
1992;http://www.lemonamiga.com/games/details.php?id=2885;m\matrix;Commercial;1;1 or 2;Matrix;Softshop;German;OCS,ECS;Brain - Puzzle;Matrix Softshop
1990;http://www.lemonamiga.com/games/details.php?id=2432;m\matrix-marauders;Commercial;1;1 or 2, Simultaneous;Matrix Marauders;Psyclapse;English;OCS;;Matrix Marauders Psyclapse
1992;http://www.lemonamiga.com/games/details.php?id=2970;m\mau-mau;Commercial;1;;Mau-Mau;Schatztruhe;English;OCS,ECS;Cards - Miscellaneous;Mau-Mau Schatztruhe
1990;http://www.lemonamiga.com/games/details.php?id=722;m\maupiti-island;Commercial;2;1 Only;Maupiti Island;Lankhor;English;OCS,ECS;Adventure - Animated Graphics/Text;Maupiti Island Lankhor
1988;http://www.lemonamiga.com/games/details.php?id=2971;m\mavis-beacon-teaches-typing;Commercial;1;1 Only;Mavis Beacon Teaches Typing;The Software Toolworks;English;OCS;Educational - Typing;Mavis Beacon Teaches Typing The Software Toolworks
1998;http://www.lemonamiga.com/games/details.php?id=2659;m\max-rally-aga;Commercial;2;1 to 4, Simultaneous;Max Rally;Fortress;English;ECS,AGA;Racing - Overhead;Max Rally Fortress
2015;http://www.lemonamiga.com/games/details.php?id=3650;m\maxwell-mouse-and-the-missing-game-mystery;Public Domain/Freeware;1;1 Only;Maxwell Mouse and the Missing game mystery;(unknown);English,Czech;OCS,ECS;Platformer - Multi Screen;Maxwell Mouse and the Missing game mystery (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=723;m\mayday-squad;Commercial;1;1 Only;Mayday Squad;Tynesoft;English;OCS;;Mayday Squad Tynesoft
;http://www.lemonamiga.com/games/details.php?id=2972;m\mayhem;Public Domain/Freeware;;1 to 4, Simultaneous;Mayhem;(unknown);English;OCS,ECS;;Mayhem (unknown)
1992;http://www.lemonamiga.com/games/details.php?id=2195;m\mcdonald-land;Commercial;1;1 or 2;McDonald Land;Virgin Games;English;OCS,ECS;Platformer - Scrolling Screen;McDonald Land Virgin Games
1991;http://www.lemonamiga.com/games/details.php?id=3592;m\mcgee-at-the-fun-fair;Commercial;2;1 Only;McGee at the Fun Fair;Lawrence Productions;English;OCS;Educational - Children;McGee at the Fun Fair Lawrence Productions
1986;http://www.lemonamiga.com/games/details.php?id=3192;m\mean-18;Commercial;1;1 to 4;Mean 18;Accolade;English;OCS;Sports - Golf;Mean 18 Accolade
1993;http://www.lemonamiga.com/games/details.php?id=1771;m\mean-arenas;Commercial;2;1 or 2;Mean Arenas;ICE;English;OCS,ECS;Arcade - Labyrinth/Maze;Mean Arenas ICE
1993;http://www.lemonamiga.com/games/details.php?id=668;m\mean-arenas-cd32;Commercial;;1 or 2;Mean Arenas;ICE;English;CD32;Arcade - Labyrinth/Maze;Mean Arenas ICE
1991;http://www.lemonamiga.com/games/details.php?id=724;m\mean-machine;Commercial;1;1 Only;Mean Machine;Codemasters;English;OCS,ECS;Racing - Overhead;Mean Machine Codemasters
